معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
4420,Floxin 250,amoxicillin + flucloxacillin,125mg + 125mg,dry-syrup,بلسم,amoxicillin 125mg+flucloxacillin 125mg / 5ml,dry-syrup,بيانات مكتملة
4421,Floxin 500,amoxicillin + flucloxacillin,250mg + 250mg,كبسولة,بلسم,amoxicillin 250mg+flucloxacillin 250mg / cap,cap,بيانات مكتملة
4422,Flucaine,bismuth + fluocinolone + lignocaine + menthol,100mg + 0.1mg + 40mg + 5mg,تحاميل,بلسم,bismuth 100mg+fluocinolone 0.1mg+lignocaine 40mg+menthol 5mg / supp,supp,بيانات مكتملة
4423,Fluzac 20,fluoxetine,20mg,قرص,بلسم,fluoxetine 20mg / tab,tab,بيانات مكتملة
4424,Fucidate 2%,sod.Fusidate,2%,كريم,بلسم,sod.Fusidate 2%,cream,بيانات مكتملة
4425,Fucidate Beta,betamethasone + Sodium Fusidate,0.1% + 2%,كريم,بلسم,betamethasone 0.1%+Sodium Fusidate 2%,cream,بيانات مكتملة
4426,Garslim 500,garcinia Cambogia,500mg,قرص,بلسم,garcinia Cambogia 500mg / tab,tab,بيانات مكتملة
4427,Gascon,aluminium Hydroxide + magnesium Trisilicate + sodium Alginat + sodium Bi Carbonate 170mg / chew-tab,100mg + 25mg + 500mg + ,قرص للمضغ,بلسم,aluminium Hydroxide 100mg+magnesium Trisilicate 25mg+sodium Alginat 500mg+sodium Bi Carbonate 170mg / chew-tab,chew-tab,بيانات مكتملة
4428,Gincata 120,ginkgobiloba,120mg,قرص,بلسم,ginkgobiloba 120mg / tab,tab,بيانات مكتملة
4429,Glinide 0.5,repaglinide,0.5mg,قرص مغلف,بلسم,repaglinide 0.5mg / tab,coated-tab,بيانات مكتملة
4430,Glinide 1,repaglinide,1mg,قرص مغلف,بلسم,repaglinide 1mg / tab,coated-tab,بيانات مكتملة
4431,Glinide 2,repaglinide,2mg,قرص مغلف,بلسم,repaglinide 2mg / tab,coated-tab,بيانات مكتملة
4432,Glyticol 100,miglitol,100mg,قرص مغلف,بلسم,miglitol 100mg / c-tab,coated-tab,بيانات مكتملة
4433,Glyticol 25,miglitol,25mg,قرص مغلف,بلسم,miglitol 25mg / c-tab,coated-tab,بيانات مكتملة
4434,Glyticol 50,miglitol,50mg,قرص مغلف,بلسم,miglitol 50mg / c-tab,coated-tab,بيانات مكتملة
4435,Guafelline,dyphylline + guaifenesin,200mg + 200mg,قرص,بلسم,dyphylline 200mg+guaifenesin 200mg / tab,tab,بيانات مكتملة
4436,Haemflow,ferrous Fumarate + folic Acid,50.5mg + 0.095mg,قرص مغلف,بلسم,ferrous Fumarate 50.5mg+folic Acid 0.095mg / c-tab,coated-tab,بيانات مكتملة
4437,Hederix,hedera Helix Extract,37mg,شراب,بلسم,hedera Helix Extract 37mg / 5ml,syrup,بيانات مكتملة
4438,Hiler,aloe + lupinus Albus + menta Piperita + rubia Tinctoria,7.1% + 7.1% + 5.67% + 3.55%,rect-oint,بلسم,aloe 7.1%+lupinus Albus 7.1%+menta Piperita 5.67%+rubia Tinctoria 3.55%,rect-oint,بيانات مكتملة
4439,Isobal 10,isosorbide Dinitrate,10mg,قرص,بلسم,isosorbide Dinitrate 10mg / tab,tab,بيانات مكتملة
4440,Isobal 20,isosorbide Dinitrate,20mg,قرص,بلسم,isosorbide Dinitrate 20mg / tab,tab,بيانات مكتملة
4441,Isobal 5,isosorbide Dinitrate,5mg,قرص,بلسم,isosorbide Dinitrate 5mg / tab,tab,بيانات مكتملة
4442,Isobal SR 20,isosorbide Dinitrate 20mg / SR-cap,,SR-cap,بلسم,isosorbide Dinitrate 20mg / SR-cap,SR-cap,بيانات مكتملة
4443,Isobal SR 40,isosorbide Dinitrate 20mg / SR-cap,,SR-cap,بلسم,isosorbide Dinitrate 20mg / SR-cap,SR-cap,بيانات مكتملة
4444,Itronazole S 100,itraconazole,100mg,كبسولة,بلسم,itraconazole 100mg / cap,cap,بيانات مكتملة
4445,Ketoconazole 200,ketoconazole,200mg,قرص,بلسم,ketoconazole 200mg / tab,tab,بيانات مكتملة
4446,Ketolac 10,ketorolac,10mg,قرص,بلسم,ketorolac 10mg / tab,tab,بيانات مكتملة
4447,Liponet,ascorbic Acid + chitosan,30mg + 250mg,قرص,بلسم,ascorbic Acid 30mg+chitosan 250mg / tab,tab,بيانات مكتملة
4448,Liver Aid 175,silymarin (milk thistle Extract),175mg,قرص,بلسم,silymarin (milk thistle Extract) 175mg / tab,tab,بيانات مكتملة
4449,Loradin 10,loratadine,10mg,قرص,بلسم,loratadine 10mg / tab,tab,بيانات مكتملة
4450,Naroctan,halothane,0.01%,محلول,بلسم,halothane 0.01%,solu,بيانات مكتملة
4451,Nimulide 1%,nimesulide,1%,جل,بلسم,nimesulide 1%,gel,بيانات مكتملة
4452,Nimulide 100,nimesulide,100mg,قرص,بلسم,nimesulide 100mg / tab,tab,بيانات مكتملة
4453,Nimulide 3%,nimesulide,3%,جل,بلسم,nimesulide 3%,gel,بيانات مكتملة
4454,Omega3Herbal,camelina Oil,1000mg,كبسولة هلامية,بلسم,camelina Oil 1000mg / cap,gel-cap,بيانات مكتملة
4455,Pencillin 1000000,phenoxy Methyl Penicillin ( penicillin V ),1000000i.u.,قرص,بلسم,phenoxy Methyl Penicillin ( penicillin V ) 1000000i.u. / tab,tab,بيانات مكتملة
4456,Pencillin 500000,phenoxy Methyl Penicillin ( penicillin V ),312.5mg,dry-syrup,بلسم,phenoxy Methyl Penicillin ( penicillin V ) 312.5mg / 5ml,dry-syrup,بيانات مكتملة
4457,Perindopril 4,perindopril Erbomine,4mg,قرص,بلسم,perindopril Erbomine 4mg / tab,tab,بيانات مكتملة
4458,Power Cobra,co Enzyme Q10 + damiana + ginseng + royal Jelly + sarsaprilla + saw Palmetto + vit B6 + vit E + zinc,10mg + 125mg + 200mg + 55mg + 50mg + 100mg + 20mg + 200i.u. + ,قرص,بلسم,co Enzyme Q10 10mg+damiana 125mg+ginseng 200mg+royal Jelly 55mg+sarsaprilla 50mg+saw Palmetto 100mg+vit B6 20mg+vit E 200i.u.+zinc,tab,بيانات مكتملة
4459,Powerfull,damiana + gout Kola + Ginseng + royal Jelly + sarsaparilla + saw Palmetto,250mg + 50mg + 500mg + 5mg + 100mg + 100mg,قرص مغلف,بلسم,damiana 250mg+gout Kola 50mg+Ginseng 500mg+royal Jelly 5mg+sarsaparilla 100mg+saw Palmetto 100mg / c-tab,coated-tab,بيانات مكتملة
4460,Prasubal 10,prasugrel,10mg,قرص مغلف,بلسم,prasugrel 10mg / c-tab,coated-tab,بيانات مكتملة
4461,Prasubal 5,prasugrel,5mg,قرص مغلف,بلسم,prasugrel 5mg / c-tab,coated-tab,بيانات مكتملة
4462,Pregna X,essential Elements + minerals + multivitamins / c-tab for pregnant, +  + ,قرص مغلف,بلسم,essential Elements+minerals+multivitamins / c-tab for pregnant,coated-tab,بيانات مكتملة
4463,Prostawern,urtica Flluid Extract,5000mg,شراب,بلسم,urtica Flluid Extract 5000mg / 5ml,syrup,بيانات مكتملة
4464,Rosuvastatin 10,rosuvastatin,10mg,قرص مغلف,بلسم,rosuvastatin 10mg / c-tab,coated-tab,بيانات مكتملة
4465,Rosuvastatin 20,rosuvastatin,20mg,قرص مغلف,بلسم,rosuvastatin 20mg / c-tab,coated-tab,بيانات مكتملة
4466,Rosuvastatin 40,rosuvastatin,40mg,قرص مغلف,بلسم,rosuvastatin 40mg / c-tab,coated-tab,بيانات مكتملة
4467,Rosuvastatin 5,rosuvastatin,5mg,قرص مغلف,بلسم,rosuvastatin 5mg / c-tab,coated-tab,بيانات مكتملة
4468,Sawpal 360,saw Palmetto,360mg,قرص,بلسم,saw Palmetto 360mg / tab,tab,بيانات مكتملة
4469,Selvit,silicon Di Oxide + ascorbic Acid + vitis Vinifera Seed Dry Extract,20mg + 40mg + 1200mg,كبسولة,بلسم,silicon Di Oxide 20mg+ascorbic Acid 40mg+vitis Vinifera Seed Dry Extract 1200mg / cap,cap,بيانات مكتملة
4470,Silfazine 1%,silver Sulfadiazine,1%,كريم,بلسم,silver Sulfadiazine 1%,cream,بيانات مكتملة
4471,Soothex,eucalyptus + ginger + glycerol + honey + lemon Syrup,0.5% + 0.25% + 1.75% + 1.25% + 1.25%,شراب,بلسم,eucalyptus 0.5%+ginger 0.25%+glycerol 1.75%+honey 1.25%+lemon Syrup 1.25%,syrup,بيانات مكتملة
4472,Spiramycine 1.5,"spiramycin 1,500,000i.u.",,قرص,بلسم,"spiramycin 1,500,000i.u. / tab",tab,بيانات مكتملة
4473,Spiramycine Fort 3,"spiramycin 3,000,000i.u.",,قرص مغلف,بلسم,"spiramycin 3,000,000i.u. / c-tab",coated-tab,بيانات مكتملة
4474,Spirazole,metronidazole + spiramycin,125mg + 750000i.u.,قرص مغلف,بلسم,metronidazole 125mg+spiramycin 750000i.u. / c-tab,coated-tab,بيانات مكتملة
4475,Spirazole Fort,metronidazole + spiramycin,250mg + 1500000i.u.,قرص مغلف,بلسم,metronidazole 250mg+spiramycin 1500000i.u. / c-tab,coated-tab,بيانات مكتملة
4476,Ticlopid 250,ticlodipine,250mg,قرص مغلف,بلسم,ticlodipine 250mg / c-tab,coated-tab,بيانات مكتملة
4477,Tubex,allantoin + cepea Extract + heparin 50i.u. / gr,1% + 10% + ,جل,بلسم,allantoin 1%+cepea Extract 10%+heparin 50i.u. / gr,gel,بيانات مكتملة
4478,Valsarid 160,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,25mg + 160mg,قرص,بلسم,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+valsartan 160mg / tab,tab,بيانات مكتملة
4479,Valsarid 80,H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,12.5mg + 80mg,قرص,بلسم,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 80mg / tab,tab,بيانات مكتملة
4480,Vebrosel,dimetindene + phenylephrine 250mg / gr,25mg + ,nasal-gel,بلسم,dimetindene 25mg+phenylephrine 250mg / gr,nasal-gel,بيانات مكتملة
4481,Venlafex 75,venlafaxine,75mg,قرص,بلسم,venlafaxine 75mg / tab,tab,بيانات مكتملة
4482,Viksam,eucalyptol + menthol + thymol,1% + 5% + 2%,oint gls-bottle,بلسم,eucalyptol 1%+menthol 5%+thymol 2%,oint gls-bottle,بيانات مكتملة
4483,Vinpocetine 5,vinpocetine,5mg,قرص,بلسم,vinpocetine 5mg / tab,tab,بيانات مكتملة
4484,Vitabal,vit A + thiamine + vit B2 + vit B6 + ascorbic Acid + vit D + vit PP 10mg / chew-tab,2500i.u. + 2.5mg + 2.5mg + 2.5mg + 50mg + 250i.u. + ,قرص للمضغ,بلسم,vit A 2500i.u.+thiamine 2.5mg+vit B2 2.5mg+vit B6 2.5mg+ascorbic Acid 50mg+vit D 250i.u.+vit PP 10mg / chew-tab,chew-tab,بيانات مكتملة
4485,Voltarit,bilberry + celery + devils Claw + hawthorn Berry + turmeric Extract,70mg + 2500mg + 100mg + 75mg + 75mg,قرص مغلف,بلسم,bilberry 70mg+celery 2500mg+devils Claw 100mg+hawthorn Berry 75mg+turmeric Extract 75mg / c-tab,coated-tab,بيانات مكتملة
4486,Yohimbal E,vit E + yohimbine,70mg + 5mg,قرص مغلف,بلسم,vit E 70mg+yohimbine 5mg / c-tab,coated-tab,بيانات مكتملة
4487,Zerapine 10,olanzapine,10mg,قرص,بلسم,olanzapine 10mg / tab,tab,بيانات مكتملة
4488,Zerapine 2.5,olanzapine,2.5mg,قرص,بلسم,olanzapine 2.5mg / tab,tab,بيانات مكتملة
4489,Zerapine 5,olanzapine,5mg,قرص,بلسم,olanzapine 5mg / tab,tab,بيانات مكتملة
4490,Zyvixid 100,linezolid,100mg,dry-syrup,بلسم,linezolid 100mg / 5ml,dry-syrup,بيانات مكتملة
4491,Zyvixid 400,linezolid,400mg,قرص مغلف,بلسم,linezolid 400mg / c-tab,coated-tab,بيانات مكتملة
4492,Zyvixid 600,linezolid,600mg,قرص مغلف,بلسم,linezolid 600mg / c-tab,coated-tab,بيانات مكتملة
4493,Acyclo Beta,acyclovir,100mg,معلق,بيتا,acyclovir 100mg / 5ml,susp,بيانات مكتملة
4494,Azma Stop,,,شراب,بيتا,,syrup,التركيب غير موجود في APK
4495,Beta Care,chlorpheniramine + dextromethorphan + phenylephrine,1mg + 15mg + 5mg,شراب,بيتا,chlorpheniramine 1mg+dextromethorphan 15mg+phenylephrine 5mg / 5ml,syrup,بيانات مكتملة
4496,Beta Formin 1000,metformin,1000mg,قرص,بيتا,metformin 1000mg / tab,tab,بيانات مكتملة
4497,Beta Formin 500,metformin,500mg,قرص,بيتا,metformin 500mg / tab,tab,بيانات مكتملة
4498,Beta Formin 850,metformin,850mg,قرص,بيتا,metformin 850mg / tab,tab,بيانات مكتملة
4499,Betamol 120,paracetamol,120mg,معلق,بيتا,paracetamol 120mg / 5ml,susp,بيانات مكتملة
4500,Betamol 160,paracetamol,160mg,شراب,بيتا,paracetamol 160mg / 5ml,syrup,بيانات مكتملة
4501,Betamol 200,paracetamol,200mg,معلق,بيتا,paracetamol 200mg / 5ml,susp,بيانات مكتملة
4502,Beta Prost 0.4,tamsolusin,0.4mg,كبسولة,بيتا,tamsolusin 0.4mg / tab,cap,بيانات مكتملة
4503,Beta Pruf 100,ibuprofen,100mg,شراب,بيتا,ibuprofen 100mg / 5ml,syrup,بيانات مكتملة
4504,Beta Pruf 200,ibuprofen,200mg,شراب,بيتا,ibuprofen 200mg / 5ml,syrup,بيانات مكتملة
4505,Beta Pruf 400,ibuprofen,400mg,قرص,بيتا,ibuprofen 400mg / tab,tab,بيانات مكتملة
4506,Beta Pruf 600,ibuprofen,600mg,قرص,بيتا,ibuprofen 600mg / tab,tab,بيانات مكتملة
4507,Brufimol,ibuprofen + paracetamol,100mg + 125mg,شراب,بيتا,ibuprofen 100mg+paracetamol 125mg / 5ml,syrup,بيانات مكتملة
4508,Carbi 200,ox Carbamazepin,200mg,قرص,بيتا,ox Carbamazepin 200mg / tab,tab,بيانات مكتملة
4509,Carbi 400,ox Carbamazepin,400mg,قرص,بيتا,ox Carbamazepin 400mg / tab,tab,بيانات مكتملة
4510,Celecob 200,celecoxibe,200mg,كبسولة,بيتا,celecoxibe 200mg / cap,cap,بيانات مكتملة
4511,Ciprocort,ciprofloxacin + hydrocortisone,0.2% + 1%,قطرة أذنية,بيتا,ciprofloxacin 0.2%+hydrocortisone 1%,ear-drops,بيانات مكتملة
4512,Colo Free 50,sulpride,50mg,قرص,بيتا,sulpride 50mg / cap,tab,بيانات مكتملة
4513,Dal2 300.000,ergocalciferol 300.000i.u. / oral-amp,,oral-amp,بيتا,ergocalciferol 300.000i.u. / oral-amp,oral-amp,بيانات مكتملة
4514,Dal2 600.000,ergocalciferol 600.000i.u. / oral-amp,,oral-amp,بيتا,ergocalciferol 600.000i.u. / oral-amp,oral-amp,بيانات مكتملة
4515,Dexa Beta,dexamethasone,0.5mg,شراب,بيتا,dexamethasone 0.5mg / 5ml,syrup,بيانات مكتملة
4516,Gabo 100,pregabalin,100mg,كبسولة,بيتا,pregabalin 100mg / cap,cap,بيانات مكتملة
4517,Gabo 150,pregabalin,150mg,كبسولة,بيتا,pregabalin 150mg / cap,cap,بيانات مكتملة
4518,Gabo 50,pregabalin,50mg,كبسولة,بيتا,pregabalin 50mg / cap,cap,بيانات مكتملة
4519,Gabo 75,pregabalin,75mg,كبسولة,بيتا,pregabalin 75mg / cap,cap,بيانات مكتملة
4520,Gyno Beta,,,بويضة مهبلية,بيتا,,ovule,التركيب غير موجود في APK
4521,Hyoscine Plus,hyoscine + paracetamol,10mg + 500mg,كبسولة,بيتا,hyoscine 10mg+paracetamol 500mg / c-tab,cap,بيانات مكتملة
4522,Metrobeta 200,metronidazole,200mg,معلق,بيتا,metronidazole 200mg / 5ml,susp,بيانات مكتملة
4523,Metrobeta 500,metronidazole,500mg,قرص,بيتا,metronidazole 500mg / tab,tab,بيانات مكتملة
4524,Muco Off,carbocysteine,375mg,كبسولة,بيتا,carbocysteine 375mg / cap,cap,بيانات مكتملة
4525,Nisu Plus,nimesulide + paracetamol,100mg + 325mg,قرص,بيتا,nimesulide 100mg+paracetamol 325mg / tab,tab,بيانات مكتملة
4526,Nysta Beta 100000,nystatin,"100,000i.u.",معلق,بيتا,"nystatin 100,000i.u. / 5ml",susp,بيانات مكتملة
4527,OClav 1000,amoxicillin + clavulanic Acid,875mg + 125mg,قرص مغلف,بيتا,amoxicillin 875mg+clavulanic Acid 125mg / c-tab,coated-tab,بيانات مكتملة
4528,OClav 457,amoxicillin + clavulanic Acid,400mg + 57mg,dry-syrup,بيتا,amoxicillin 400mg+clavulanic Acid 57mg / 5ml,dry-syrup,بيانات مكتملة
4529,OClav 625,amoxicillin + clavulanic Acid,500mg + 125mg,قرص مغلف,بيتا,amoxicillin 500mg+clavulanic Acid 125mg / c-tab,coated-tab,بيانات مكتملة
4530,Sulfa Bet,sulfamethoxazol + trimethoprime,200mg + 40mg,معلق,بيتا,sulfamethoxazol 200mg+trimethoprime 40mg / 5ml,susp,بيانات مكتملة
4531,Sulfa Bet DS,sulfamethoxazol + trimethoprime,800mg + 160mg,قرص,بيتا,sulfamethoxazol 800mg+trimethoprime 160mg / tab,tab,بيانات مكتملة
4532,Uro Treat,,,معلق,بيتا,,susp,التركيب غير موجود في APK
4533,XGrippe Complet,,,كبسولة,بيتا,,cap,التركيب غير موجود في APK
4534,Zitroxid 200,azithromycin,200mg,dry-syrup,بيتا,azithromycin 200mg / 5ml,dry-syrup,بيانات مكتملة
4535,Cobalamin 0.5,mecobalamine,0.5mg,كبسولة,بيرفيكت,mecobalamine 0.5mg / cap,cap,بيانات مكتملة
4536,Fat&Fit,المساعدة على فتح الشهية وزيادة الوزن,,كبسولة هلامية,بيرفيكت,المساعدة على فتح الشهية وزيادة الوزن,gel-cap,بيانات مكتملة
4537,Ferti Eve,دعم متطلبات النساء اللاتي يحاولن الحمل,,كبسولة,بيرفيكت,دعم متطلبات النساء اللاتي يحاولن الحمل,cap,بيانات مكتملة
4538,Lipo,,,,بيرفيكت,,,التركيب غير موجود في APK
4539,Napro Aid 500,naproxen,500mg,قرص,بيرفيكت,naproxen 500mg / tab,tab,بيانات مكتملة
4540,Seminal,دعم الخصوبة والصحة الإنجابية للرجال,,كبسولة,بيرفيكت,دعم الخصوبة والصحة الإنجابية للرجال,cap,بيانات مكتملة
4541,Tri D 1000,coli Calciferol,1000i.u.,كبسولة,بيرفيكت,coli Calciferol 1000i.u. / cap,cap,بيانات مكتملة
4542,Tri D 10000,coli Calciferol,10000i.u.,كبسولة,بيرفيكت,coli Calciferol 10000i.u. / cap,cap,بيانات مكتملة
4543,Tri D 4000,coli Calciferol,4000i.u.,كبسولة,بيرفيكت,coli Calciferol 4000i.u. / cap,cap,بيانات مكتملة
4544,Trifen,vit B1 + vit B6 + vit B12,100mg + 100mg + 1mg,كبسولة,بيرفيكت,vit B1 100mg+vit B6 100mg+vit B12 1mg / cap,cap,بيانات مكتملة
4545,Trifen B,biotin + folic Acid + pantothenic Acid + vit B1 + vit B2 + vit B3 + vit B6 + vit B12,0.025mg + 0.2mg + 6mg + 5mg + 1.4mg + 16mg + 5mg + 0.05mg,كبسولة,بيرفيكت,biotin 0.025mg+folic Acid 0.2mg+pantothenic Acid 6mg+vit B1 5mg+vit B2 1.4mg+vit B3 16mg+vit B6 5mg+vit B12 0.05mg / cap,cap,بيانات مكتملة
4546,Vali Bone,الرعاية المثالية لصحة العظام والمفاصل,,,بيرفيكت,الرعاية المثالية لصحة العظام والمفاصل,,الشكل الصيدلاني غير موجود في APK
4547,Vali Mum1,,,كبسولة هلامية,بيرفيكت,,gel-cap,التركيب غير موجود في APK
4548,Vali Mum2,multi Vitamines + minerals for pregnants, + ,كبسولة هلامية,بيرفيكت,multi Vitamines+minerals for pregnants,gel-cap,بيانات مكتملة
4549,αLipo Trifen,αlipoic Acid + folic Acid + vit B6 + vit B12,100mg + 1.5mg + 3mg + 0.750mg,قرص مغلف,بيرفيكت,αlipoic Acid 100mg+folic Acid 1.5mg+vit B6 3mg+vit B12 0.750mg / c-tab,coated-tab,بيانات مكتملة
4550,4Pime 1000,cefepime 1000mg / dry-vial,,فيال جاف,بيروني,cefepime 1000mg / dry-vial,dry-vial,بيانات مكتملة
4551,Birocef 1000,ceftriaxone 1000mg / dry-vial,,فيال جاف,بيروني,ceftriaxone 1000mg / dry-vial,dry-vial,بيانات مكتملة
4552,Birocef 250,ceftriaxone 250mg / dry-vial,,فيال جاف,بيروني,ceftriaxone 250mg / dry-vial,dry-vial,بيانات مكتملة
4553,Birocef 500,ceftriaxone 500mg / dry-vial,,فيال جاف,بيروني,ceftriaxone 500mg / dry-vial,dry-vial,بيانات مكتملة
4554,Birocef Plus 1500,ceftriaxone + sulbactam 500mg / dry-vial,1000mg + ,فيال جاف,بيروني,ceftriaxone 1000mg+sulbactam 500mg / dry-vial,dry-vial,بيانات مكتملة
4555,Birocef Plus 375,ceftriaxone + sulbactam 125mg / dry-vial,250mg + ,فيال جاف,بيروني,ceftriaxone 250mg+sulbactam 125mg / dry-vial,dry-vial,بيانات مكتملة
4556,Birocef Plus 750,ceftriaxone + sulbactam 250mg / dry-vial,500mg + ,فيال جاف,بيروني,ceftriaxone 500mg+sulbactam 250mg / dry-vial,dry-vial,بيانات مكتملة
4557,Cefalexin 250,cefalexin,250mg,dry-syrup,بيروني,cefalexin 250mg / 5ml,dry-syrup,بيانات مكتملة
4558,Cefalexin 500,cefalexin,500mg,كبسولة,بيروني,cefalexin 500mg / cap,cap,بيانات مكتملة
4559,Cefronad 125,cefuroxime,125mg,فيال جاف,بيروني,cefuroxime 125mg / 5ml,dry-vial,بيانات مكتملة
4560,Ceftadim 1000,ceftazidime 1000mg / dry-vial,,فيال جاف,بيروني,ceftazidime 1000mg / dry-vial,dry-vial,بيانات مكتملة
4561,Ceftadim 500,ceftazidime 500mg / dry-vial,,فيال جاف,بيروني,ceftazidime 500mg / dry-vial,dry-vial,بيانات مكتملة
4562,Clotax 1000,cefotaxime 1000mg / dry-vial,,فيال جاف,بيروني,cefotaxime 1000mg / dry-vial,dry-vial,بيانات مكتملة
4563,Clotax 500,cefotaxime 500mg / dry-vial,,فيال جاف,بيروني,cefotaxime 500mg / dry-vial,dry-vial,بيانات مكتملة
4564,Durifad 250,cefadroxil,250mg,dry-syrup,بيروني,cefadroxil 250mg / 5ml,dry-syrup,بيانات مكتملة
4565,Four Pime 1000,cefepime 1000mg / dry-vial,,فيال جاف,بيروني,cefepime 1000mg / dry-vial,dry-vial,بيانات مكتملة
4566,Meropenim 1000,meropenim 1000mg / dry-vial,,فيال جاف,بيروني,meropenim 1000mg / dry-vial,dry-vial,بيانات مكتملة
4567,Ominar 125,cefdinir,125mg,dry-syrup,بيروني,cefdinir 125mg / 5ml,dry-syrup,بيانات مكتملة
4568,Pirodox 100,cefpodoxime,100mg,dry-syrup,بيروني,cefpodoxime 100mg / 5ml,dry-syrup,بيانات مكتملة
4569,Pirodox 50,cefpodoxime,50mg,dry-syrup,بيروني,cefpodoxime 50mg / 5ml,dry-syrup,بيانات مكتملة
4570,Rozolin 1000,cefazolin 1000mg / dry-vial,,فيال جاف,بيروني,cefazolin 1000mg / dry-vial,dry-vial,بيانات مكتملة
4571,Rozolin 500,cefazolin 500mg / dry-vial,,فيال جاف,بيروني,cefazolin 500mg / dry-vial,dry-vial,بيانات مكتملة
4572,Unifix 100,cefexime,100mg,dry-syrup,بيروني,cefexime 100mg / 5ml,dry-syrup,بيانات مكتملة
4573,Unifix 200,cefexime,200mg,كبسولة,بيروني,cefexime 200mg / cap,cap,بيانات مكتملة
4574,Unifix 400,cefexime,400mg,كبسولة,بيروني,cefexime 400mg / cap,cap,بيانات مكتملة
4575,Alpha Lipoic 300,alpha Lipoic Acid,300mg,كبسولة,بيوميد,alpha Lipoic Acid 300mg / cap,cap,بيانات مكتملة
4576,Alpha Lipoic 50,alpha Lipoic Acid,50mg,كبسولة,بيوميد,alpha Lipoic Acid 50mg / cap,cap,بيانات مكتملة
4577,Bio Arginine 500,arginine L,50mg,كبسولة,بيوميد,arginine L 50mg / cap,cap,بيانات مكتملة
4578,Bio C 500,ascorbic Acid 500mg / chew-tab,,قرص للمضغ,بيوميد,ascorbic Acid 500mg / chew-tab,chew-tab,بيانات مكتملة
4579,Biocardis 40,telmisartan,40mg,قرص,بيوميد,telmisartan 40mg / tab,tab,بيانات مكتملة
4580,Biocardis 80,telmisartan,80mg,قرص,بيوميد,telmisartan 80mg / tab,tab,بيانات مكتملة
4581,Bio CKids,,,قرص للمضغ,بيوميد,,chew-tab,التركيب غير موجود في APK
4582,Bio CZinc,,,قرص مغلف,بيوميد,,coated-tab,التركيب غير موجود في APK
4583,Bio Di Cal,calcium Carbonate + magnesium Oxide + vit D3,1250mg + 15mg + 500i.u.,قرص مغلف,بيوميد,calcium Carbonate 1250mg+magnesium Oxide 15mg+vit D3 500i.u. / c-tab,coated-tab,بيانات مكتملة
4584,Biofexor 150,venlafaxine,150mg,قرص مغلف,بيوميد,venlafaxine 150mg / c-tab,coated-tab,بيانات مكتملة
4585,Biofexor 37.5,venlafaxine,37.5mg,قرص مغلف,بيوميد,venlafaxine 37.5mg / c-tab,coated-tab,بيانات مكتملة
4586,Biofexor 75,venlafaxine,75mg,قرص مغلف,بيوميد,venlafaxine 75mg / c-tab,coated-tab,بيانات مكتملة
4587,Biogabalin 100,pregabalin,100mg,كبسولة,بيوميد,pregabalin 100mg / cap,cap,بيانات مكتملة
4588,Biogabalin 150,pregabalin,150mg,كبسولة,بيوميد,pregabalin 150mg / cap,cap,بيانات مكتملة
4589,Biogabalin 25,pregabalin,25mg,كبسولة,بيوميد,pregabalin 25mg / cap,cap,بيانات مكتملة
4590,Biogabalin 50,pregabalin,50mg,كبسولة,بيوميد,pregabalin 50mg / cap,cap,بيانات مكتملة
4591,Biogabalin 75,pregabalin,75mg,كبسولة,بيوميد,pregabalin 75mg / cap,cap,بيانات مكتملة
4592,Biogabalin Plus,alpha Lipoic Acid + mecobalamin + pregabalin,150mg + 0.75mg + 75mg,كبسولة,بيوميد,alpha Lipoic Acid 150mg+mecobalamin 0.75mg+pregabalin 75mg / cap,cap,بيانات مكتملة
4593,Bioramipril 10,ramipril,10mg,كبسولة,بيوميد,ramipril 10mg / cap,cap,بيانات مكتملة
4594,Bioramipril 2.5,ramipril,2.5mg,كبسولة,بيوميد,ramipril 2.5mg / cap,cap,بيانات مكتملة
4595,Bioramipril 5,ramipril,5mg,كبسولة,بيوميد,ramipril 5mg / cap,cap,بيانات مكتملة
4596,Biotix 0.5,varenicline,0.5mg,قرص مغلف,بيوميد,varenicline 0.5mg / c-tab,coated-tab,بيانات مكتملة
4597,Biotix 1,varenicline,1mg,قرص مغلف,بيوميد,varenicline 1mg / c-tab,coated-tab,بيانات مكتملة
4598,BTotal,thiamine + vit B6 + vit B12,100mg + 100mg + 0.2mg,قرص مغلف,بيوميد,thiamine 100mg+vit B6 100mg+vit B12 0.2mg / c-tab,coated-tab,بيانات مكتملة
4599,BTotal Extra,thiamine + vit B6 + vit B12,100mg + 100mg + 5mg,قرص مغلف,بيوميد,thiamine 100mg+vit B6 100mg+vit B12 5mg / c-tab,coated-tab,بيانات مكتملة
4600,BTotal Forte,thiamine + vit B6 + vit B12,100mg + 100mg + 1mg,قرص مغلف,بيوميد,thiamine 100mg+vit B6 100mg+vit B12 1mg / c-tab,coated-tab,بيانات مكتملة
